Attaching 1 probe...
1343009 sudo /etc/resolv.conf
1343009 sudo /etc/hosts
1343009 sudo /proc/sys/kernel/ngroups_max
1343009 sudo /etc/group
1343009 sudo /etc/ld.so.cache
1343009 sudo /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343009 sudo /lib/x86_64-linux-gnu/libcap.so.2
1343009 sudo /lib/x86_64-linux-gnu/libm.so.6
1343009 sudo /etc/group
1343009 sudo /etc/pam.d/sudo
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_limits.so
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_env.so
1343009 sudo /etc/pam.d/common-auth
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_unix.so
1343009 sudo /etc/ld.so.cache
1343009 sudo /lib/x86_64-linux-gnu/libcrypt.so.1
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_deny.so
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_permit.so
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_cap.so
1343009 sudo /etc/pam.d/common-account
1343009 sudo /etc/pam.d/common-session-noninteractive
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_umask.so
1343009 sudo /etc/pam.d/other
1343009 sudo /etc/pam.d/common-auth
1343009 sudo /etc/pam.d/common-account
1343009 sudo /etc/pam.d/common-password
1343009 sudo /etc/pam.d/common-session
1343009 sudo /usr/lib/x86_64-linux-gnu/security/pam_systemd.so
1343009 sudo /etc/ld.so.cache
1343009 sudo /lib/x86_64-linux-gnu/libpam_misc.so.0
1343009 sudo 
1343009 sudo /etc/passwd
1343009 sudo /etc/shadow
1343009 sudo /etc/passwd
1343009 sudo /proc/sys/kernel/ngroups_max
1343009 sudo /etc/group
1343009 sudo /run/systemd/userdb/
1343009 sudo /
1343009 sudo /
1343009 sudo /
1343009 sudo etc
1343009 sudo userdb
1343009 sudo /
1343009 sudo /
1343009 sudo /
1343009 sudo run
1343009 sudo userdb
1343009 sudo /
1343009 sudo /
1343009 sudo /
1343009 sudo run
1343009 sudo host
1343009 sudo /
1343009 sudo /
1343009 sudo /
1343009 sudo usr
1343009 sudo local
1343009 sudo lib
1343009 sudo userdb
1343009 sudo /
1343009 sudo /
1343009 sudo /
1343009 sudo usr
1343009 sudo lib
1343009 sudo userdb
1343009 sudo /proc/sys/kernel/random/boot_id
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /etc/group
1343009 sudo /home/stassig/.sudo_as_admin_successful
1343009 sudo /etc/passwd
1343009 sudo /etc/group
1343009 sudo /etc/passwd
154180 systemd-journal /proc/1018801/comm
1343009 sudo /dev/tty
1343009 sudo /etc/group
154180 systemd-journal /proc/1018801/cmdline
1343009 sudo /dev/ptmx
154180 systemd-journal /proc/1018801/status
1343009 sudo /var/run/utmp
154180 systemd-journal /proc/1018801/attr/current
1343009 sudo /var/run/utmp
154180 systemd-journal /proc/1018801/sessionid
154180 systemd-journal /proc/1018801/loginuid
154519 systemd-logind /var/run/utmp
1343009 sudo /etc/login.defs
154519 systemd-logind /proc/506/cgroup
154180 systemd-journal /proc/1018801/cgroup
154519 systemd-logind /proc/1/cgroup
154180 systemd-journal /run/systemd/units/log-extra-fields:user@0.service
154519 systemd-logind /proc/726176/cgroup
154519 systemd-logind /proc/1/cgroup
154519 systemd-logind /proc/225402/cgroup
1343009 sudo /etc/passwd
154519 systemd-logind /proc/1/cgroup
1343009 sudo /etc/group
154519 systemd-logind /proc/1018579/cgroup
1343009 sudo /etc/group
1343009 sudo /etc/security/capability.conf
154519 systemd-logind /proc/1/cgroup
154519 systemd-logind /proc/731827/cgroup
1343009 sudo /etc/passwd
1343009 sudo /proc/1/limits
154519 systemd-logind /proc/1/cgroup
1343009 sudo /etc/security/limits.conf
1343009 sudo /etc/security/limits.d
1343009 sudo /etc/security/pam_env.conf
154519 systemd-logind /proc/1018778/cgroup
1343009 sudo /etc/environment
154519 systemd-logind /proc/1/cgroup
154519 systemd-logind /proc/1018801/cgroup
1343009 sudo /etc/security/pam_env.conf
154519 systemd-logind /proc/1/cgroup
1343009 sudo /etc/default/locale
1343009 sudo 
1343009 sudo /etc/login.defs
1343009 sudo /etc/passwd
1343009 sudo /etc/login.defs
1343009 sudo /proc/self/loginuid
1343009 sudo /etc/passwd
1343011 bash /etc/ld.so.cache
1343011 bash /lib/x86_64-linux-gnu/libtinfo.so.6
1343011 bash /lib/x86_64-linux-gnu/libc.so.6
1343011 bash 
1343011 bash 
1343011 bash /usr/share/locale/locale.alias
1343011 bash /usr/lib/locale/C.UTF-8/LC_IDENTIFICATION
1343011 bash /usr/lib/locale/C.utf8/LC_IDENTIFICATION
1343011 bash /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1343011 bash /usr/lib/locale/C.UTF-8/LC_MEASUREMENT
1343011 bash /usr/lib/locale/C.utf8/LC_MEASUREMENT
1343011 bash /usr/lib/locale/C.UTF-8/LC_TELEPHONE
1343011 bash /usr/lib/locale/C.utf8/LC_TELEPHONE
1343011 bash /usr/lib/locale/C.UTF-8/LC_ADDRESS
1343011 bash /usr/lib/locale/C.utf8/LC_ADDRESS
1343011 bash /usr/lib/locale/C.UTF-8/LC_NAME
1343011 bash /usr/lib/locale/C.utf8/LC_NAME
1343011 bash /usr/lib/locale/C.UTF-8/LC_PAPER
1343011 bash /usr/lib/locale/C.utf8/LC_PAPER
1343011 bash /usr/lib/locale/C.UTF-8/LC_MESSAGES
1343011 bash /usr/lib/locale/C.utf8/LC_MESSAGES
1343011 bash /usr/lib/locale/C.utf8/LC_MESSAGES/SYS_LC_MESSAGES
1343011 bash /usr/lib/locale/C.UTF-8/LC_MONETARY
1343011 bash /usr/lib/locale/C.utf8/LC_MONETARY
1343011 bash /usr/lib/locale/C.UTF-8/LC_COLLATE
1343011 bash /usr/lib/locale/C.utf8/LC_COLLATE
1343011 bash /usr/lib/locale/C.UTF-8/LC_TIME
1343011 bash /usr/lib/locale/C.utf8/LC_TIME
1343011 bash /usr/lib/locale/C.UTF-8/LC_NUMERIC
1343011 bash /usr/lib/locale/C.utf8/LC_NUMERIC
1343011 bash /usr/lib/locale/C.UTF-8/LC_CTYPE
1343011 bash /usr/lib/locale/C.utf8/LC_CTYPE
1343011 nginx /etc/ld.so.cache
1343011 nginx /lib/x86_64-linux-gnu/libcrypt.so.1
1343011 nginx /lib/x86_64-linux-gnu/libpcre2-8.so.0
1343011 nginx /lib/x86_64-linux-gnu/libssl.so.3
1343011 nginx /lib/x86_64-linux-gnu/libcrypto.so.3
1343011 nginx /lib/x86_64-linux-gnu/libz.so.1
1343011 nginx /lib/x86_64-linux-gnu/libc.so.6
1343011 nginx /etc/localtime
1343011 nginx /proc/sys/crypto/fips_enabled
1343011 nginx /usr/lib/ssl/openssl.cnf
1343011 nginx /sys/devices/system/cpu/online
1343011 nginx /etc/nginx/nginx.conf
1343011 nginx /etc/nsswitch.conf
1343011 nginx /etc/passwd
1343011 nginx /etc/group
1343011 nginx /etc/nginx/modules-enabled
1343011 nginx /etc/nginx/mime.types
1343011 nginx /etc/nginx/conf.d
1343011 nginx /etc/nginx/sites-enabled
1343011 nginx /etc/nginx/sites-enabled/default
1343011 nginx /var/log/nginx/error.log
1343011 nginx /var/log/nginx/access.log
1343012 nginx 
1343011 nginx /run/nginx.pid
1343013 nginx 
1343013 nginx /etc/group
1343014 nginx 
1343013 nginx /etc/ld.so.cache
1343015 nginx 
1343014 nginx /etc/group
1343013 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343015 nginx /etc/group
1343016 nginx 
1343013 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343009 sudo /var/run/utmp
1343014 nginx /etc/ld.so.cache
1343013 nginx /lib/x86_64-linux-gnu/libm.so.6
1343016 nginx /etc/group
1343014 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343009 sudo /var/run/utmp
1343014 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343017 nginx 
1343015 nginx /etc/ld.so.cache
1343016 nginx /etc/ld.so.cache
1343016 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343015 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343009 sudo /etc/login.defs
1343015 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343016 nginx /lib/x86_64-linux-gnu/libcap.so.2
154519 systemd-logind /var/run/utmp
1343017 nginx /etc/group
1343014 nginx /lib/x86_64-linux-gnu/libm.so.6
1343016 nginx /lib/x86_64-linux-gnu/libm.so.6
1343015 nginx /lib/x86_64-linux-gnu/libm.so.6
1343018 nginx 
1343017 nginx /etc/ld.so.cache
154519 systemd-logind /proc/506/cgroup
1343009 sudo /etc/login.defs
1343013 nginx /run/systemd/userdb/
1343017 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343017 nginx /lib/x86_64-linux-gnu/libcap.so.2
154519 systemd-logind /proc/1/cgroup
1343018 nginx /etc/group
1343017 nginx /lib/x86_64-linux-gnu/libm.so.6
1343016 nginx /run/systemd/userdb/
1343019 nginx 
1343015 nginx /run/systemd/userdb/
1343014 nginx /run/systemd/userdb/
1343013 nginx /
1343013 nginx /
1343013 nginx /
154519 systemd-logind /proc/726176/cgroup
1343013 nginx etc
1343013 nginx userdb
1343013 nginx /
1343013 nginx /
1343013 nginx /
1343013 nginx run
1343019 nginx /etc/group
1343013 nginx userdb
1343016 nginx /
1343015 nginx /
1343013 nginx /
1343016 nginx /
1343013 nginx /
154519 systemd-logind /proc/1/cgroup
1343013 nginx /
1343016 nginx /
1343014 nginx /
1343013 nginx run
1343016 nginx etc
1343013 nginx host
1343014 nginx /
1343016 nginx userdb
1343014 nginx /
1343015 nginx /
1343018 nginx /etc/ld.so.cache
1343015 nginx /
1343013 nginx /
1343014 nginx etc
1343016 nginx /
1343015 nginx etc
1343014 nginx userdb
1343013 nginx /
1343016 nginx /
1343015 nginx userdb
1343013 nginx /
1343016 nginx /
1343014 nginx /
1343013 nginx usr
1343016 nginx run
1343015 nginx /
1343018 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343014 nginx /
1343013 nginx local
1343016 nginx userdb
1343015 nginx /
1343014 nginx /
1343015 nginx /
1343014 nginx run
1343013 nginx lib
1343015 nginx run
154519 systemd-logind /proc/225402/cgroup
1343016 nginx /
1343014 nginx userdb
1343015 nginx userdb
1343013 nginx userdb
1343016 nginx /
1343016 nginx /
1343015 nginx /
1343014 nginx /
1343013 nginx /
1343016 nginx run
1343015 nginx /
1343014 nginx /
1343016 nginx host
1343013 nginx /
1343015 nginx /
1343014 nginx /
1343015 nginx run
1343013 nginx /
1343019 nginx /etc/ld.so.cache
1343014 nginx run
1343016 nginx /
1343013 nginx usr
1343015 nginx host
1343014 nginx host
1343016 nginx /
1343013 nginx lib
154519 systemd-logind /proc/1/cgroup
1343015 nginx /
1343016 nginx /
1343019 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343014 nginx /
1343016 nginx usr
1343013 nginx userdb
1343015 nginx /
1343014 nginx /
1343016 nginx local
1343015 nginx /
1343015 nginx usr
1343014 nginx /
1343016 nginx lib
1343014 nginx usr
1343015 nginx local
1343013 nginx /proc/sys/kernel/random/boot_id
1343016 nginx userdb
1343017 nginx /run/systemd/userdb/
1343014 nginx local
1343015 nginx lib
1343016 nginx /
1343014 nginx lib
1343015 nginx userdb
1343014 nginx userdb
1343016 nginx /
1343015 nginx /
1343016 nginx /
1343016 nginx usr
1343014 nginx /
1343015 nginx /
1343016 nginx lib
1343015 nginx /
1343014 nginx /
1343015 nginx usr
154519 systemd-logind /proc/1018579/cgroup
1343016 nginx userdb
1343014 nginx /
1343015 nginx lib
1343014 nginx usr
1343019 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343015 nginx userdb
1343014 nginx lib
1343016 nginx /proc/sys/kernel/random/boot_id
1343014 nginx userdb
1343015 nginx /proc/sys/kernel/random/boot_id
1343018 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343020 nginx 
1343014 nginx /proc/sys/kernel/random/boot_id
1343019 nginx /lib/x86_64-linux-gnu/libm.so.6
154519 systemd-logind /proc/1/cgroup
1343018 nginx /lib/x86_64-linux-gnu/libm.so.6
1343017 nginx /
1343017 nginx /
1343017 nginx /
1343017 nginx etc
1343017 nginx userdb
154519 systemd-logind /proc/731827/cgroup
1343017 nginx /
1343017 nginx /
1343017 nginx /
1343017 nginx run
1343017 nginx userdb
1343017 nginx /
1343017 nginx /
1343017 nginx /
1343017 nginx run
1343017 nginx host
1343017 nginx /
1343017 nginx /
1343017 nginx /
1343020 nginx /etc/group
1343017 nginx usr
154519 systemd-logind /proc/1/cgroup
1343017 nginx local
1343017 nginx lib
1343017 nginx userdb
1343017 nginx /
1343017 nginx /
1343017 nginx /
1343017 nginx usr
1343017 nginx lib
1343017 nginx userdb
1343017 nginx /proc/sys/kernel/random/boot_id
154519 systemd-logind /proc/1018778/cgroup
1343019 nginx /run/systemd/userdb/
1343021 nginx 
154519 systemd-logind /proc/1/cgroup
1343020 nginx /etc/ld.so.cache
1343020 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343021 nginx /etc/group
1343019 nginx /
1343020 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343019 nginx /
1343019 nginx /
1343019 nginx etc
1343019 nginx userdb
1343019 nginx /
1343019 nginx /
1343019 nginx /
1343020 nginx /lib/x86_64-linux-gnu/libm.so.6
1343019 nginx run
1343019 nginx userdb
1343019 nginx /
1343019 nginx /
1343018 nginx /run/systemd/userdb/
1343019 nginx /
1343019 nginx run
1343019 nginx host
1343019 nginx /
1343019 nginx /
1343019 nginx /
1343021 nginx /etc/ld.so.cache
1343019 nginx usr
1343019 nginx local
1343019 nginx lib
1343021 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343019 nginx userdb
1343019 nginx /
1343019 nginx /
1343019 nginx /
1343019 nginx usr
1343019 nginx lib
1343019 nginx userdb
1343019 nginx /proc/sys/kernel/random/boot_id
1343021 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343018 nginx /
1343018 nginx /
1343018 nginx /
1343018 nginx etc
1343018 nginx userdb
1343018 nginx /
1342982 main /dev/null
1343021 nginx /lib/x86_64-linux-gnu/libm.so.6
1343018 nginx /
1343018 nginx /
1343018 nginx run
1343018 nginx userdb
1343020 nginx /run/systemd/userdb/
1343018 nginx /
1343018 nginx /
1343018 nginx /
1343018 nginx run
1343018 nginx host
1343018 nginx /
1343018 nginx /
1343018 nginx /
1343018 nginx usr
1343018 nginx local
1343018 nginx lib
1343018 nginx userdb
1343018 nginx /
1343018 nginx /
1343020 nginx /
1343018 nginx /
1343018 nginx usr
1343020 nginx /
1343018 nginx lib
1343020 nginx /
1343018 nginx userdb
1343020 nginx etc
1343020 nginx userdb
1343018 nginx /proc/sys/kernel/random/boot_id
1343020 nginx /
1343020 nginx /
1343020 nginx /
1343020 nginx run
1343020 nginx userdb
1343020 nginx /
1343020 nginx /
1343020 nginx /
1343020 nginx run
1343020 nginx host
1343020 nginx /
1343020 nginx /
1343020 nginx /
1343020 nginx usr
1343020 nginx local
1343023 nginx 
1343020 nginx lib
1343020 nginx userdb
1343020 nginx /
1343020 nginx /
1343020 nginx /
1343020 nginx usr
1343020 nginx lib
1343020 nginx userdb
1343020 nginx /proc/sys/kernel/random/boot_id
1343023 nginx /etc/group
1343021 nginx /run/systemd/userdb/
1343023 nginx /etc/ld.so.cache
1343023 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343021 nginx /
1343021 nginx /
1343021 nginx /
1343021 nginx etc
1343023 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343021 nginx userdb
1343025 nginx 
1343021 nginx /
1343021 nginx /
1343021 nginx /
1343021 nginx run
1343021 nginx userdb
1343021 nginx /
1343021 nginx /
1343021 nginx /
1343021 nginx run
1343021 nginx host
1343023 nginx /lib/x86_64-linux-gnu/libm.so.6
1343025 nginx /etc/group
1343021 nginx /
1343021 nginx /
1343021 nginx /
1343022 nginx 
1343021 nginx usr
1343021 nginx local
1343021 nginx lib
1343024 pgrep /etc/ld.so.cache
1343021 nginx userdb
1343021 nginx /
1343021 nginx /
1343021 nginx /
1343021 nginx usr
1343021 nginx lib
1343021 nginx userdb
1343024 pgrep /lib/x86_64-linux-gnu/libproc2.so.0
1343021 nginx /proc/sys/kernel/random/boot_id
1343026 nginx 
1343025 nginx /etc/ld.so.cache
1343025 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343022 nginx /etc/group
1343024 pgrep /lib/x86_64-linux-gnu/libc.so.6
1343026 nginx /etc/group
1343025 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343024 pgrep /lib/x86_64-linux-gnu/libsystemd.so.0
1343025 nginx /lib/x86_64-linux-gnu/libm.so.6
1343024 pgrep /lib/x86_64-linux-gnu/libcap.so.2
1343026 nginx /etc/ld.so.cache
1343026 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343024 pgrep /lib/x86_64-linux-gnu/libgcrypt.so.20
1343026 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343024 pgrep /lib/x86_64-linux-gnu/liblz4.so.1
1343026 nginx /lib/x86_64-linux-gnu/libm.so.6
1343022 nginx /etc/ld.so.cache
1343024 pgrep /lib/x86_64-linux-gnu/liblzma.so.5
1343022 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343024 pgrep /lib/x86_64-linux-gnu/libzstd.so.1
1343022 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343024 pgrep /lib/x86_64-linux-gnu/libgpg-error.so.0
1343022 nginx /lib/x86_64-linux-gnu/libm.so.6
1343023 nginx /run/systemd/userdb/
1343026 nginx /run/systemd/userdb/
1343025 nginx /run/systemd/userdb/
1343029 nginx 
1343026 nginx /
1343026 nginx /
1343022 nginx /run/systemd/userdb/
1343026 nginx /
1343026 nginx etc
1343023 nginx /
1343026 nginx userdb
1343023 nginx /
1343026 nginx /
1343023 nginx /
1343023 nginx etc
1343026 nginx /
1343023 nginx userdb
1343026 nginx /
1343026 nginx run
1343023 nginx /
1343026 nginx userdb
1343023 nginx /
1343025 nginx /
1343023 nginx /
1343029 nginx /etc/group
1343023 nginx run
1343026 nginx /
1343025 nginx /
1343023 nginx userdb
1343026 nginx /
1343025 nginx /
1343026 nginx /
1343025 nginx etc
1343023 nginx /
1343026 nginx run
1343025 nginx userdb
1343026 nginx host
1343023 nginx /
1343023 nginx /
1343025 nginx /
1343026 nginx /
1343023 nginx run
1343025 nginx /
1343023 nginx host
1343026 nginx /
1343025 nginx /
1343025 nginx run
1343026 nginx /
1343023 nginx /
1343026 nginx usr
1343025 nginx userdb
1343023 nginx /
1343023 nginx /
1343026 nginx local
1343025 nginx /
1343023 nginx usr
1343022 nginx /
1343023 nginx local
1343026 nginx lib
1343022 nginx /
1343025 nginx /
1343023 nginx lib
1343022 nginx /
1343026 nginx userdb
1343022 nginx etc
1343025 nginx /
1343023 nginx userdb
1343022 nginx userdb
1343025 nginx run
1343023 nginx /
1343026 nginx /
1343022 nginx /
1343025 nginx host
1343023 nginx /
1343023 nginx /
1343022 nginx /
1343023 nginx usr
1343022 nginx /
1343026 nginx /
1343025 nginx /
1343022 nginx run
1343029 nginx /etc/ld.so.cache
1343023 nginx lib
1343026 nginx /
1343022 nginx userdb
1343023 nginx userdb
1343026 nginx usr
1343025 nginx /
1343022 nginx /
1343025 nginx /
1343023 nginx /proc/sys/kernel/random/boot_id
1343029 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343026 nginx lib
1343025 nginx usr
1343022 nginx /
1343022 nginx /
1343026 nginx userdb
1343022 nginx run
1343025 nginx local
1343022 nginx host
1343025 nginx lib
1343026 nginx /proc/sys/kernel/random/boot_id
1343022 nginx /
1343025 nginx userdb
1343022 nginx /
1343022 nginx /
1343022 nginx usr
1343025 nginx /
1343022 nginx local
1343025 nginx /
1343022 nginx lib
1343025 nginx /
1343025 nginx usr
1343022 nginx userdb
1343029 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343025 nginx lib
1343022 nginx /
1343025 nginx userdb
1343022 nginx /
1343022 nginx /
1343022 nginx usr
1343025 nginx /proc/sys/kernel/random/boot_id
1343022 nginx lib
1343022 nginx userdb
1343022 nginx /proc/sys/kernel/random/boot_id
1343029 nginx /lib/x86_64-linux-gnu/libm.so.6
1343030 nginx 
1343024 pgrep /usr/lib/locale/locale-archive
1343024 pgrep /usr/share/locale/locale.alias
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_IDENTIFICATION
1343024 pgrep /usr/lib/locale/C.utf8/LC_IDENTIFICATION
1343030 nginx /etc/group
1343024 pgrep /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_MEASUREMENT
1343024 pgrep /usr/lib/locale/C.utf8/LC_MEASUREMENT
1343028 nginx 
1343029 nginx /run/systemd/userdb/
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_TELEPHONE
1343024 pgrep /usr/lib/locale/C.utf8/LC_TELEPHONE
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_ADDRESS
1343024 pgrep /usr/lib/locale/C.utf8/LC_ADDRESS
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_NAME
1343024 pgrep /usr/lib/locale/C.utf8/LC_NAME
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_PAPER
1343024 pgrep /usr/lib/locale/C.utf8/LC_PAPER
1343028 nginx /etc/group
1343030 nginx /etc/ld.so.cache
1343029 nginx /
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_MESSAGES
1343024 pgrep /usr/lib/locale/C.utf8/LC_MESSAGES
1343029 nginx /
1343029 nginx /
1343024 pgrep /usr/lib/locale/C.utf8/LC_MESSAGES/SYS_LC_MESSAGES
1343029 nginx etc
1343030 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343029 nginx userdb
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_MONETARY
1343029 nginx /
1343024 pgrep /usr/lib/locale/C.utf8/LC_MONETARY
1343029 nginx /
1343029 nginx /
1343029 nginx run
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_COLLATE
1343024 pgrep /usr/lib/locale/C.utf8/LC_COLLATE
1343029 nginx userdb
1343029 nginx /
1343029 nginx /
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_TIME
1343029 nginx /
1343024 pgrep /usr/lib/locale/C.utf8/LC_TIME
1343029 nginx run
1343029 nginx host
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_NUMERIC
1343024 pgrep /usr/lib/locale/C.utf8/LC_NUMERIC
1343029 nginx /
1343029 nginx /
1343029 nginx /
1343024 pgrep /usr/lib/locale/C.UTF-8/LC_CTYPE
1343029 nginx usr
1343024 pgrep /usr/lib/locale/C.utf8/LC_CTYPE
1343029 nginx local
1343029 nginx lib
1343029 nginx userdb
1343029 nginx /
1343030 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343029 nginx /
1343029 nginx /
1343029 nginx usr
1343029 nginx lib
1343029 nginx userdb
1343029 nginx /proc/sys/kernel/random/boot_id
1343030 nginx /lib/x86_64-linux-gnu/libm.so.6
1343028 nginx /etc/ld.so.cache
1343028 nginx /lib/x86_64-linux-gnu/libnss_systemd.so.2
1343024 pgrep /etc/ld.so.cache
1343024 pgrep /lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v4/libnuma.so
1343024 pgrep /lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v3/libnuma.so
1343024 pgrep /lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v2/libnuma.so
1343024 pgrep /lib/x86_64-linux-gnu/libnuma.so
1343024 pgrep /usr/lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v4/libnuma.so
1343028 nginx /lib/x86_64-linux-gnu/libcap.so.2
1343024 pgrep /usr/lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v3/libnuma.so
1343024 pgrep /usr/lib/x86_64-linux-gnu/glibc-hwcaps/x86-64-v2/libnuma.so
1343024 pgrep /usr/lib/x86_64-linux-gnu/libnuma.so
1343024 pgrep /lib/glibc-hwcaps/x86-64-v4/libnuma.so
1343024 pgrep /lib/glibc-hwcaps/x86-64-v3/libnuma.so
1343024 pgrep /lib/glibc-hwcaps/x86-64-v2/libnuma.so
1343024 pgrep /lib/libnuma.so
1343024 pgrep /usr/lib/glibc-hwcaps/x86-64-v4/libnuma.so
1343024 pgrep /usr/lib/glibc-hwcaps/x86-64-v3/libnuma.so
1343024 pgrep /usr/lib/glibc-hwcaps/x86-64-v2/libnuma.so
1343024 pgrep /usr/lib/libnuma.so
1343024 pgrep /etc/ld.so.cache
1343024 pgrep /lib/x86_64-linux-gnu/libnuma.so.1
1343028 nginx /lib/x86_64-linux-gnu/libm.so.6
1343030 nginx /run/systemd/userdb/
1343030 nginx /
1343030 nginx /
1343030 nginx /
1343030 nginx etc
1343024 pgrep /proc/self/status
1343030 nginx userdb
1343030 nginx /
1343030 nginx /
1343030 nginx /
1343030 nginx run
1343030 nginx userdb
1343030 nginx /
1343030 nginx /
1343030 nginx /
1343030 nginx run
1343024 pgrep /sys/devices/system/node
1343030 nginx host
1343030 nginx /
1343024 pgrep /sys/devices/system/cpu/possible
1343030 nginx /
1343030 nginx /
1343030 nginx usr
1343030 nginx local
1343024 pgrep /proc/self/status
1343030 nginx lib
1343030 nginx userdb
1343030 nginx /
1343030 nginx /
1343030 nginx /
1343030 nginx usr
1343030 nginx lib
1343030 nginx userdb
1343030 nginx /proc/sys/kernel/random/boot_id
1343024 pgrep /proc
1343028 nginx /run/systemd/userdb/
1343024 pgrep /proc/uptime
1343028 nginx /
1343028 nginx /
1343028 nginx /
1343024 pgrep /proc/1/stat
1343028 nginx etc
1343028 nginx userdb
1343028 nginx /
1343028 nginx /
1343024 pgrep /proc/1/status
1343028 nginx /
1343028 nginx run
1343024 pgrep /proc/1/cmdline
1343024 pgrep /proc/1/cgroup
1343024 pgrep /proc/1/ctty
1343028 nginx userdb
1343028 nginx /
1343028 nginx /
1343028 nginx /
1343028 nginx run
1343024 pgrep /proc/uptime
1343028 nginx host
1343028 nginx /
1343028 nginx /
1343028 nginx /
1343028 nginx usr
1343028 nginx local
1343024 pgrep /proc/2/stat
1343028 nginx lib
1343028 nginx userdb
1343028 nginx /
1343028 nginx /
1343024 pgrep /proc/2/status
1343028 nginx /
1343028 nginx usr
1343028 nginx lib
1343028 nginx userdb
1343024 pgrep /proc/2/cmdline
1343028 nginx /proc/sys/kernel/random/boot_id
1343024 pgrep /proc/2/cgroup
1343024 pgrep /proc/2/ctty
1343024 pgrep /proc/uptime
1343024 pgrep /proc/7/stat
1343024 pgrep /proc/7/status
1343024 pgrep /proc/7/cmdline
1343024 pgrep /proc/7/cgroup
1343024 pgrep /proc/7/ctty
1343024 pgrep /proc/uptime
1343024 pgrep /proc/56/stat
1343024 pgrep /proc/56/status
1343024 pgrep /proc/56/cmdline
1343024 pgrep /proc/56/cgroup
1343024 pgrep /proc/56/ctty
1343024 pgrep /proc/uptime
1343024 pgrep /proc/69/stat
1343024 pgrep /proc/69/status
1343024 pgrep /proc/69/cmdline
1343024 pgrep /proc/69/cgroup
1343024 pgrep /proc/69/ctty
1343024 pgrep /proc/uptime
1343024 pgrep /proc/78/stat
1343024 pgrep /proc/78/status
1343024 pgrep /proc/78/cmdline
1343024 pgrep /proc/78/cgroup
